text,cleaned_text,label,split,post_id
to do that you gota get rid of the niggers and jews spics arabs etc etc so hurry up,gota get rid nigger jew spic arab etc etc hurry,Muslim/Arab,train,13541259_gab
lebron the nigger is a friggin moron his friends can barely read and write,lebron nigger friggin moron friend barely read write,African,train,12632852_gab
what a fucking nigger looks like,fucking nigger look like,African,train,19845651_gab
niggas is faggots bidding like that if u ask me,nigga faggot bidding like ask,African,train,1179041529052237825_twitter
normal nigger thought process,normal nigger thought process,African,train,19490338_gab
choke on a thousand nigger cocks you piece of shit zionist kike whore,choke thousand nigger cock piece shit zionist kike whore,African,train,16700033_gab
<user> <user> some say it was goats goat fucker,user user say goat goat fucker,General,train,1178749724372791296_twitter
ok look for the nigger muzrat with swollen balls,look nigger muzrat swollen ball,African,train,24124738_gab
<user> <user> he an asshole he blocked me once for simply congratulating him on his promotion to top ranking white house nazi after bannon got canned,user user asshole blocked simply congratulating promotion top ranking white house nazi bannon got canned,White,train,1178862532087439360_twitter
i fucking hate jews,fucking hate jew,Jewish,train,15853621_gab
if you think a sand nigger getting her hood pulled down is bad then you d freak out seeing what sand niggers in her own country would be doing to her right now,think sand nigger getting hood pulled bad freak seeing sand nigger country would right,African,train,1721543_gab
australia majority of migrants in muslim ghetto areas can not speak english oh good so thats why they never react to my polite stop breeding or feral or whatever of course they could just be biding their time with bloody great knives under those burkas just waiting on demographic shift,australia majority migrant muslim ghetto area speak english good thats never react polite stop breeding feral whatever course could biding time bloody great knife burka waiting demographic shift,Muslim/Arab,train,14318798_gab
lol you did not want to live in a country with a nigger president so you moved to mexico 😂 holy shit you boomers are priceless,lol want live country nigger president moved mexico holy shit boomer priceless,African,train,18016808_gab
maybe tucker carlson is not on fox tonite cuz president trump sent him to korea to beat the fucking shit out of that fat little gook rocket man 🤔,maybe tucker carlson fox tonite cuz president trump sent korea beat fucking shit fat little gook rocket man,General,train,15309818_gab
communist muzzrats and jews together,communist muzzrats jew together,Jewish,train,22703602_gab
you are going to get raped fed you and all the other siege niggers,going get raped fed siege nigger,African,train,22090009_gab
<user> if white privilege exists then why do not we have to use the w word for wigger,user white privilege exists use word wigger,White,train,1179091274915143680_twitter
currently listening to not any of that nigger rap shit,currently listening nigger rap shit,African,train,26923450_gab
lolz particularly relevant since nigger alex haley appropriated the story of roots from a white man to begin with i did an intensive research essay on the subject that ended up with my near suspension from university <user>,lolz particularly relevant since nigger alex haley appropriated story root white man begin intensive research essay subject ended near suspension university user,African,train,17271194_gab
niggas can be whoever they want to be in tweets got to remember that when you are online dating,nigga whoever want tweet got remember online dating,African,train,1159295391512354816_twitter
starbucks actually closed in america for a whole day so staff could have racially friendly training you can just imagine the lecturer saying when a nigger comes in do not say how do you like your coffee black,starbucks actually closed america whole day staff could racially friendly training imagine lecturer saying nigger come say like coffee black,African,train,26716653_gab
agreed i am so tired of politicians acting like we cant ban it fuck them when they stop bombing our buildings killing our soilders raping our women begging us <number> save them from each other then we can talk,agreed tired politician acting like cant ban fuck stop bombing building killing soilders raping woman begging number save talk,General,train,26806929_gab
white trailer trash lol how many baby mommas does he have and he has what a <number> year old son and a <number> year old yeah ghetto trash,white trailer trash lol many baby momma number year old son number year old yeah ghetto trash,White,train,26426645_gab
is he taking lessons from penis juice and his kike handlers 🤔 that a great example of reaching across the aisle so to speak if true,taking lesson penis juice kike handler great example reaching across aisle speak true,General,train,12894603_gab
obama and mikes official portrait painter painted this pic and others of a nigger woman cutting off the head of a white woman also claimed to have mixed his seamen into the paint for the official paintings more on infowars com show warroom show <user> ‍ <user> ‍,obama mike official portrait painter painted pic others nigger woman cutting head white woman also claimed mixed seaman paint official painting infowars com show warroom show user user,African,train,19780058_gab
jews are just nuts blowing the dyke in new orleans bombing countless airliners shooting arab kids sinking ships firebombing dresden bombs in iraq and the list goes on and on,jew nut blowing dyke new orleans bombing countless airliner shooting arab kid sinking ship firebombing dresden bomb iraq list go,Jewish,train,20441809_gab
<number> amsyar • he used to look more chinese during form one • a bitch • uri dumbass • good advices • he always there if u need him • nice haircut • no emotions most of the time • lowkey hates everyone,number amsyar used look chinese form one bitch uri dumbass good advice always need nice haircut emotion time lowkey hate everyone,Asian,train,1179054169103093761_twitter
hell no send them <number> a moslem country,hell send number moslem country,General,train,18090053_gab
niggers whom st release seminal fluid,nigger release seminal fluid,African,train,1178898010119561216_twitter
you niggas be soo “ real ” until it ’ time to tell a female what it is amp what it aint lil ass boy,nigga soo real time tell female amp aint lil as boy,African,train,1125850698606944256_twitter
if donald trump was a president like woodrow wilson we the white race would have a president to remembered but trump used the white working class to achieve his goals as president he has done nothing for the white race he has however appeased blacks by immortalizing martin luther king jr,donald trump president like woodrow wilson white race would president remembered trump used white working class achieve goal president done nothing white race however appeased black immortalizing martin luther king,African,train,19057440_gab
damon young is the stupid nigger who wants blacks to start barking in white people faces boy is he not going to like the response if he keeps this shit up,damon young stupid nigger want black start barking white people face boy going like response keep shit,African,train,20577878_gab
operation nigger cull in london has dramatically improved following the distribution of firearms within local tribes,operation nigger cull london dramatically improved following distribution firearm within local tribe,African,train,25197096_gab
hey buddy can you explain where the near <number> million jews went after the holocaust,hey buddy explain near number million jew went holocaust,Jewish,train,21017714_gab
yes shiksa the democrats how about a sermon about how they are the real raycis and the chosenites are muh greatest ally or magic dirt makes niggers people,yes shiksa democrat sermon real raycis chosenites muh greatest ally magic dirt make nigger people,African,train,16968379_gab
they already are by default abortion is slowing down whitegenocide and pro lifers are always crying about how many black babies are aborted pulling the retarded liberals are the real racists talking point anti abortion polices combined with mass non white migration is the last thing we need,already default abortion slowing whitegenocide pro lifer always cry many black baby aborted pulling retarded liberal real racist talking point anti abortion police combined mass non white migration last thing need,General,train,13786548_gab
<user> that is too funny i want to delete my jesus nigger thing and be something similar douglasvaughn <user>,user funny want delete jesus nigger thing something similar douglasvaughn user,African,train,23569126_gab
<user> somali refugees getting the job of signing up for welfare done right every time,user somali refugee getting job signing welfare done right every time,General,train,1274649145014444032_twitter
money grubbing filthy kike in panic mode he has to refund shekels,money grubbing filthy kike panic mode refund shekel,General,train,18326112_gab
porn is not degenerate fuck you i will destroy all of you snow niggers and sand niggers if you lay a finger on porn,porn degenerate fuck destroy snow nigger sand nigger lay finger porn,African,train,18786838_gab
michael schenker michael schenker <number> day ago take the ghetto out of nfl ﻿,michael schenker michael schenker number day ago take ghetto nfl,General,train,13487883_gab
brother azz doing god work and preachin the gospel raise hell and kill nigger babies st robert ray and all god children said amen,brother azz god work preachin gospel raise hell kill nigger baby robert ray god child said amen,African,train,12556329_gab
the flying nun muzzie style,flying nun muzzie style,General,train,25908498_gab
<number> government agencies work muslim community they are so sick in the head that the social care budget gone london black and muslim youth given millions because they stab each other to death,number government agency work muslim community sick head social care budget gone london black muslim youth given million stab death,African,train,26241500_gab
the nigger obummer is the biggest lying fraud of all time believe me when he is exposed fully even the bernie niggers will have pitchforks and torches,nigger obummer biggest lying fraud time believe exposed fully even bernie nigger pitchfork torch,African,train,19256888_gab
<user> idk but i know the holocaust is some yellow head with a simple smiley on it,user idk know holocaust yellow head simple smiley,General,train,1146143832574255104_twitter
non whites negroes mestizos asians are used by jews as proxies against whites that why jews promote non white immigration in white countries so they can use non white proxies against whites to frame and blackmail for political control and eventually murder whites,non white negro mestizo asian used jew proxy white jew promote non white immigration white country use non white proxy white frame blackmail political control eventually murder white,African,train,19019897_gab
cont my fecundity and a fuller economic productivity has been outrageously stolen by ghetto blacks mexican invaders white meth trash and now now muslims all to support the kalergi plans of the globalists you know whos no more,cont fecundity fuller economic productivity outrageously stolen ghetto black mexican invader white meth trash muslim support kalergi plan globalists know who,African,train,5170834_gab
talking with coworkers about niggerball and the nigger felon league one coworker says all i know is you are supposed to stand for the flag and kneel for the cross and my boss responds with i do not do either one,talking coworkers niggerball nigger felon league one coworker say know supposed stand flag kneel cross bos responds either one,African,train,12665947_gab
where terry a davis when we need him to expose this whiny rat as a vicious cia nigger attemting to bring communism in america,terry davis need expose whiny rat vicious cia nigger attemting bring communism america,African,train,20824229_gab
another one bites the dust scroll down a little in the center column alex kozinski a judge on the u.s. court of appeals for the 9 th circuit comes days after allegations by <number> women that kozinski had subjected them to inappropriate behavior including having clerks watch porn in his chamber,another one bite dust scroll little center column alex kozinski judge court appeal circuit come day allegation number woman kozinski subjected inappropriate behavior including clerk watch porn chamber,General,train,16361344_gab
<user> white people have agency unlike mudslime sandniggers who kill random pedastrians without a voice all that is left is violence we will come for journalists and google executives first they will regret what they have done white rebellion free weev weev did nothing wrong just like hitler,user white people agency unlike mudslime sandniggers kill random pedastrians without voice left violence come journalist google executive first regret done white rebellion free weev weev nothing wrong like hitler,African,train,12288710_gab
wrong for not throwing the arabs out earlier like <number> and take har habayit fully no one would have blinked israel here to stay,wrong throwing arab earlier like number take har habayit fully one would blinked israel stay,Muslim/Arab,train,18016424_gab
dumb dumb the nt explicitly tells us that jewish blood does not give them any special favor with god after christ and that jews who refuse to follow jesus are of the devil,dumb dumb explicitly tell jewish blood give special favor god christ jew refuse follow jesus devil,Jewish,train,22928931_gab
you hear even supposedly learned niggers say ax d as a substitute for ask all the fucking time so ghetto it a black thang no it a nigger thing,hear even supposedly learned nigger say substitute ask fucking time ghetto black thang nigger thing,African,train,19236068_gab
fl wilson shamed the nigger soldier who was killed in niger,wilson shamed nigger soldier killed niger,African,train,13578351_gab
fuck muslim immigrants when the shit finally hits the fan the muslim immigrants will run from our country i bet you that,fuck muslim immigrant shit finally hit fan muslim immigrant run country bet,Muslim/Arab,train,14047514_gab
he just pointing out that niggers are gonna nog you rastus are a stupid nigger thinking nazis like us are republicans 🖕 🏻 🖕 🏻 🖕 🏻 🖕 🏻 🙆 🏿 ‍ ♂️ <user>,pointing nigger gonna nog rastus stupid nigger thinking nazi like republican user,African,train,16133223_gab
mom come pick me up white boys are punching holes in the walls,mom come pick white boy punching hole wall,White,train,1179103344381612032_twitter
lying msm sure dropped this muzrat terrorist attack quick,lying msm sure dropped muzrat terrorist attack quick,Muslim/Arab,train,24869441_gab
eww i hate niggas that ’ why i ’ m lesbian 🥰,eww hate nigga lesbian,African,train,1166049726720020480_twitter
get ready for <number> shills that do not have your interests you have heard of crusades and jihad but have you heard of milkhemet it the jew jihad reminder white women are targeted called shiksa this is misogynistic anti white and religious discrimination must be stopped remember hollywood,get ready number shill interest heard crusade jihad heard milkhemet jew jihad reminder white woman targeted called shiksa misogynistic anti white religious discrimination must stopped remember hollywood,Jewish,train,17057936_gab
anytime a black person does something that you wouldn ’ t do y ’ all call it ghetto i ’ m sick of y ’ all,anytime black person something call ghetto sick,African,train,1116823936325517312_twitter
my mommo just called you a nigger too what now faggot,mommo called nigger faggot,African,train,24958083_gab
<user> eat shit you boot licking booger eating nazi loving pathetic cowardly traitor,user eat shit boot licking booger eating nazi loving pathetic cowardly traitor,General,train,1130958089681813504_twitter
<user> yeah but were you in london full of illegal immigrants you know in brexitland everyone vill verr dee poppy or else,user yeah london full illegal immigrant know brexitland everyone vill verr dee poppy else,General,train,1192110061553901568_twitter
marxist bolshevik elements on the left have clearly indicated via various news reports that they will resort 2 any form of violence if necessary they really do not care how they r perceived by the general public <user> point all they want is 2 preserve their obamanation at all costs basedstickman,marxist bolshevik element left clearly indicated via various news report resort form violence necessary really care perceived general public user point want preserve obamanation cost basedstickman,General,train,5886231_gab
sickening no amount of cultural marxism will negate the hereditary sub saharan iq send the niggers to liberia or elsewhere in mother africa where they just might perhaps survive on their own highly unlikely no tribe no identity send them back wattle huts short lifespans,sickening amount cultural marxism negate hereditary sub saharan send nigger liberia elsewhere mother africa might perhaps survive highly unlikely tribe identity send back wattle hut short lifespan,African,train,13243966_gab
islam belongs in pakistan bangladesh indonesia middle east gulf states north africa not with white people,islam belongs pakistan bangladesh indonesia middle east gulf state north africa white people,White,train,21900869_gab
while timmy is at home criticizing other white men for dating asians stacy is at the club putting on a bj show for tyrone,timmy home criticizing white men dating asian stacy club putting show tyrone,Asian,train,17195786_gab
<user> <user> you might get raped by a malicious horn fuck before being killed and thrown into the desert,user user might get raped malicious horn fuck killed thrown desert,General,train,1079148026013323265_twitter
<user> fuck you and your anti white blood libel,user fuck anti white blood libel,White,train,1097362424498315264_twitter
really am epic success presided over intended destruction of usa got elected and re elected with zero resume id theft false documentation acted unconstitutionally avoided impeachment a very successful scrawny evil nigger faggot,really epic success presided intended destruction usa got elected elected zero resume theft false documentation acted unconstitutionally avoided impeachment successful scrawny evil nigger faggot,African,train,22796031_gab
do you suspect that blame the jews for everything means they are a jesuit front,suspect blame jew everything mean jesuit front,Jewish,train,8736876_gab
well gabfam it thursday thank the gods of course it cold wet grey gloomy and shitty but meh that oh for you have a great day remember make the world a better place shoot a kike in the face,well gabfam thursday thank god course cold wet grey gloomy shitty meh great day remember make world better place shoot kike face,General,train,21254500_gab
trump told everyone that maxine waters was low iq he forgot to add smelly corrupt bitch ass negress whore,trump told everyone maxine water low forgot add smelly corrupt bitch as negress whore,General,train,21445998_gab
fucking ulgly ass bitch ass stinky ass bitch ass nigger slave nigger teacher faggot peace of shit suck a dick,fucking ulgly as bitch as stinky as bitch as nigger slave nigger teacher faggot peace shit suck dick,African,train,1178854367929106432_twitter
what happened to its all so tiresome did you filthy kikes ban him too thankyou for giving me all the evidence i need to now publish the documentary about gab to kike infested fraud it is,happened tiresome filthy kike ban thankyou giving evidence need publish documentary gab kike infested fraud,General,train,27946665_gab
and germany is on the fast track to be bred into the next iran enjoy your voluntary downfall as your women give birth to more and more muslims,germany fast track bred next iran enjoy voluntary downfall woman give birth muslim,Muslim/Arab,train,12312764_gab
not one feature on this girls face that ’ cute and she ’ coming for asians fine ass,one feature girl face cute coming asian fine as,Asian,train,1105931832170815495_twitter
in the quran hijrah is actually a muslim practice that islam uses to take over and claim territories as their own if more 🇺 🇸 wake up to the fact that this refugee crisis is jihad through migration then maybe we can stop this islamic conquest to take over the western world,quran hijrah actually muslim practice islam us take claim territory wake fact refugee crisis jihad migration maybe stop islamic conquest take western world,Muslim/Arab,train,7523369_gab
your kikenvermin brothers the bolsheviks killed that many easily and the dead were not arabs there a reason why all school kids are taught about the holohoax but never hear a word about the holodomor,kikenvermin brother bolshevik killed many easily dead arab reason school kid taught holohoax never hear word holodomor,Muslim/Arab,train,17473740_gab
so a few raghead and intolerant pc lovers got together and proclaimed themselves a majority i guess a few counter protestors police actually can demonstrate against them using hoses to wash away the grime from the streets along with a few police dogs to discourage the fleabags,raghead intolerant lover got together proclaimed majority guess counter protestors police actually demonstrate using hose wash away grime street along police dog discourage fleabag,General,train,2539102_gab
womp womp kike,womp womp kike,General,train,27879993_gab
bad asf ghetto bitch lmao,bad asf ghetto bitch lmao,General,train,1256043493467648000_twitter
its probably bcz you are dumb thats all you do not have to be muslim to see beast of the field <number> are fucking up all white countries trying to sink us and hoping to make world brown all start with yid plague,probably bcz dumb thats muslim see beast field number fucking white country trying sink hoping make world brown start yid plague,Muslim/Arab,train,25268922_gab
as to followers remember that twitter followers are cheap to buy and i would not be surprised if twit fucked w travis feed there are like <number> gopers running a lot of them after being asked by the rats sacramento is like chicago totally corrupt hell hole run by wetback mafia,follower remember twitter follower cheap buy would surprised twit fucked travis feed like number gopers running lot asked rat sacramento like chicago totally corrupt hell hole run wetback mafia,General,train,22440512_gab
<user> his dumb white ass 😭,user dumb white as,White,train,1179093142777323526_twitter
fuck the nigger bowl,fuck nigger bowl,African,train,18577085_gab
i thought yemen is white people isnt it the moslems are killing them because they are not moslem i mean fuck the muzzies and jews and double fuck the niggers but if they are white non moslems or jews then its not a good thing for them to starve,thought yemen white people isnt moslem killing moslem mean fuck muzzies jew double fuck nigger white non moslem jew good thing starve,Jewish,train,15468960_gab
wow teachin my daughter how to twerk n take the dick over dat lunch lol bitch will be a boy killer xx hehe latoya having this low of iq and being this much of a ghetto skank proves so much,wow teachin daughter twerk take dick dat lunch lol bitch boy killer hehe latoya low much ghetto skank prof much,General,train,13682778_gab
transparency kinda like what the bisexual moslem nigger was hawking never delivered,transparency kinda like bisexual moslem nigger hawking never delivered,African,train,17631430_gab
my bf informed me that with <date> releases the basic white girls loving psls scarves and fall decorations as if he does not watch football all of saturday and sunday while drinking beer and eat shitty food shouting saturdays are for the boys psh basic white boys,informed date release basic white girl loving psls scarf fall decoration watch football saturday sunday drinking beer eat shitty food shouting saturday boy psh basic white boy,White,train,1179104605835288577_twitter
nah if you do that then we need to put all the statues in museums fuck this selective persecution horse shit if some scuzzy kike commie faggot emo antifa tries to damage our statues then it should be a <number> felony and they do <number> years or more,nah need put statue museum fuck selective persecution horse shit scuzzy kike commie faggot emo antifa try damage statue number felony number year,General,train,26182332_gab
the abrahamics are the enemies of animals we arayans are the friends filthy muslims 3 rd nation degenerate sand niggers,abrahamics enemy animal arayans friend filthy muslim nation degenerate sand nigger,African,train,26886280_gab
<user> it wiuld be poetic justice for a woman of colour to take this nazi monster down what say you <user>,user wiuld poetic justice woman colour take nazi monster say user,General,train,1178855234619224065_twitter
im the gay one nigger you the one fucking my ass,gay one nigger one fucking as,African,train,23400679_gab
a white parisian enjoying the cultural enrichment of france islamic guests,white parisian enjoying cultural enrichment france islamic guest,Muslim/Arab,train,19847057_gab
he communist and a faggot and kisses kike ass too,communist faggot kiss kike as,General,train,19472879_gab
lol no we are ur betters in every way trust me nigger faggot,lol better every way trust nigger faggot,African,train,24958196_gab
are there any queers in the theatre tonight get em up against the wall against the wall now there one in the spotlight he do not look right to me get him up against the wall against the and that one looks jewish and that one a coon,queer theatre tonight get wall wall one spotlight look right get wall one look jewish one coon,Jewish,train,12648130_gab
last night i was kind of drunk and held up a steadfast sieg heil the entire time some nigger was walking past me on the bus it was gratifying,last night kind drunk held steadfast sieg heil entire time nigger walking past bus gratifying,African,train,11598944_gab
it the most accurate poll on the issue and this goathumper knows it whenever the left can not counter with facts they just try to attack the messenger it stupid impotent desperate and does not work,accurate poll issue goathumper know whenever left counter fact try attack messenger stupid impotent desperate work,General,train,9681606_gab
oh sh kitty show me your muslim rage pleezz,kitty show muslim rage pleezz,Muslim/Arab,train,18415145_gab
q how many books were written in africa before white and arabs showed up a none they had never developed a written language black men <number> of the population <number> of the murders wake up they are hunting white women it is not racist it is realist gabfam red pill maga trump,many book written africa white arab showed none never developed written language black men number population number murder wake hunting white woman racist realist gabfam red pill maga trump,Muslim/Arab,train,5300600_gab
they e all gay pakistan has more male prostitutes than any other country most paki men have had homosexual sex with other men and boys sick fucks,gay pakistan male prostitute country paki men homosexual sex men boy sick fuck,General,train,24262821_gab
<number> keep awaiting word of commie movement against his statue in nashville it would be a dangerous and stupid thing for them to attempt even in the west nashville ghetto they live in,number keep awaiting word commie movement statue nashville would dangerous stupid thing attempt even west nashville ghetto live,General,train,10793596_gab
is that chief alinskyite chitownboystownbathhouseboi rahm emmanuel looks sounds like that kike,chief alinskyite chitownboystownbathhouseboi rahm emmanuel look sound like kike,General,train,21463925_gab
<user> <user> a friend of mine is the stereotypical southern redneck racist tm he also a good guy he does not want to be around blacks and does not want them around him this only extends to his personal life he works with blacks no problem,user user friend mine stereotypical southern redneck racist also good guy want around black want around extends personal life work black problem,African,train,1178729017303810048_twitter
<user> girl yes lmfao people get on my nerves i know yo ass ready to use that ghetto gif,user girl yes lmfao people get nerve know as ready use ghetto gif,General,train,1104167984707371008_twitter
i do not understand why people argue here you know the enemy you do not need to explain it you do not have to debate them the enemy are kikes niggers and muzzos deal with these shit stains first then deal with the race traitors,understand people argue know enemy need explain debate enemy kike nigger muzzos deal shit stain first deal race traitor,African,train,22291494_gab
well at least that kike is honest about his fear of armed goyim,well least kike honest fear armed goy,General,train,25385871_gab
i am not a sand nigger just a regular nigger get it right bitch,sand nigger regular nigger get right bitch,African,train,17497636_gab
we have a plague of somali and sudanese terrorising whole suburbs of melbourne victoria and the police say there is no african gang problem but a youth problem these are the same idiots who think there is no muslim terrorist problem they hide their identity because they are afraid,plague somali sudanese terrorising whole suburb melbourne victoria police say african gang problem youth problem idiot think muslim terrorist problem hide identity afraid,African,train,16966283_gab
hope they keep getting hit fuck spics what has any spic or spook nation ever contributed to america besides leeches criminals and drugs,hope keep getting hit fuck spic spic spook nation ever contributed america besides leech criminal drug,Hispanic,train,12537526_gab
<user> and i suppose the sand niggers will not cut off heads,user suppose sand nigger cut head,African,train,1761570_gab
not unless white boys in rural kentucky counties are turning muslim,unless white boy rural kentucky county turning muslim,Muslim/Arab,train,18537046_gab
dolezal is one of ourwimmin trollin the kike system only niggers get special benefits well guess what hymie i too am tyrone johnson,dolezal one ourwimmin trollin kike system nigger get special benefit well guess hymie tyrone johnson,African,train,26344844_gab
<user> <number> of russia still opposes gay rights homophobes defeated nazis 😉,user number russia still opposes gay right homophobe defeated nazi,General,train,1228733218331004934_twitter
he a midget kike yeah been known for a while on the right and everyone who agreed he was a midget kike got banned from all the alt right forums,midget kike yeah known right everyone agreed midget kike got banned alt right forum,General,train,22239165_gab
fuck the arabs in gaza free israel from arabterror,fuck arab gaza free israel arabterror,Muslim/Arab,train,23239396_gab
<user> i hear the ghetto calling oops my bad that was your porch monkey momma,user hear ghetto calling oops bad porch monkey momma,General,train,2984966_gab
yes yes yes we have been suspicious for years how many conservative federal judges secretly take nigger dick up the asshole <number> days a week how many conservative reps senators secretly total pedo homos who has the video evidence of it that could ruin their careers,yes yes yes suspicious year many conservative federal judge secretly take nigger dick asshole number day week many conservative rep senator secretly total pedo homo video evidence could ruin career,African,train,12039698_gab
so they are allowed to be racist against us white british but we can not say nigger wog fukin hell if they do not want to here it the best thing they can do is piss off back we are they came from,allowed racist white british say nigger wog fukin hell want best thing piss back came,African,train,1178239828313419777_twitter
maybe he just thought you looked like a sand nigger because you are wearing a shemagh in your avatar pic like a sand nigger would,maybe thought looked like sand nigger wearing shemagh avatar pic like sand nigger would,African,train,20620818_gab
we do not need fucking immigrants lecturing americans this fuck head can go back to what ever ghetto birthed him,need fucking immigrant lecturing american fuck head back ever ghetto birthed,General,train,27178626_gab
<user> trailer trash salon version of her dad,user trailer trash salon version dad,General,train,1178387837500018689_twitter
why do not white people go to college as much it def helps,white people college much def help,White,train,16149560_gab
sanctuary city leaders in los angeles are gloating over a court win over trump on withholding funds to the illegal abetters the ruling was handed down by a <number> year old spic judge who has been on the bench for over <number> years since appointed by lbj in the mid 6 0 manuel real,sanctuary city leader los angeles gloating court win trump withholding fund illegal abetter ruling handed number year old spic judge bench number year since appointed lbj mid manuel real,Hispanic,train,23674092_gab
so they burnt the talmud in the notre dame cathedral now jews and muzzies celebrate muzzie cucks and jewish bucks,burnt talmud notre dame cathedral jew muzzies celebrate muzzie cucks jewish buck,Jewish,train,1118282845263421445_twitter
i am waiting for marvel or dc comics to put out a new pc action hero captain shithole saves the universe a disabled black islamic tranny saves america from evil white people with his sidekick a giant whale opra fighting by his side,waiting marvel comic put new action hero captain shithole save universe disabled black islamic tranny save america evil white people sidekick giant whale opra fighting side,African,train,18011595_gab
you really really really <user> do not like indians every fucking day you just post ugly indian women nonstop we fucking get it indians are ugly like omg stfu with these ugly fucking indians,really really really user like indian every fucking day post ugly indian woman nonstop fucking get indian ugly like omg stfu ugly fucking indian,General,train,25768014_gab
<user> my ching chong dumb ass thought he was cutting dog meat,user ching chong dumb as thought cutting dog meat,General,train,1178174090739253249_twitter
whites are the minority in ads looking at my calvins women undies first look it seems a white women but look close it is a hispanic with blonde hair close examination of the women one mixed black <number> hispanics no white women in ad,white minority ad looking calvin woman undies first look seems white woman look close hispanic blonde hair close examination woman one mixed black number hispanic white woman,Hispanic,train,18613308_gab
schmidt will just be replaced with some other yid from the globo homo elite,schmidt replaced yid globo homo elite,General,train,16678502_gab
you mean a typical subversive perfidous christ killer kike,mean typical subversive perfidous christ killer kike,General,train,17827302_gab
bc she a yid,yid,General,train,16499171_gab
if the arabs in gaza had leaders that cared they would have water u moron,arab gaza leader cared would water moron,Muslim/Arab,train,27323933_gab
the leftist media think trump does not know his splits they think public sides with nfl kneeling blacks wrong public likes football not niggers or nfl and they do not like contempt from coons who add no value to our nation save prison stuffing,leftist medium think trump know split think public side nfl kneeling black wrong public like football nigger nfl like contempt coon add value nation save prison stuffing,African,train,12598073_gab
i ’ m protected by these ghetto angels,protected ghetto angel,General,train,1182982995998924801_twitter
that bitch needs to be tossed south of the border deep into mexico with no papers let it rot in a mexican prison with men,bitch need tossed south border deep mexico paper let rot mexican prison men,Hispanic,train,15239239_gab
the only good nigger is a dead nig oops there are no good niggers,good nigger dead nig oops good nigger,African,train,16120519_gab
i would just stab nigger one on one its fair fight now 😉 if he try something 🤗 🤗,would stab nigger one one fair fight try something,African,train,16018169_gab
<user> nice burner account nobody names their kid edwina unless they are georgia trailer trash,user nice burner account nobody name kid edwina unless georgia trailer trash,General,train,1178163327928807426_twitter
u refer bto the jews of course for they are asians,refer bto jew course asian,Asian,train,27822128_gab
the only real nazi is george soros and he is currently using ngo to flood europe with 3 rd world peoples he funds antifa he funds womens groups he is very anti white you d think the nazis were pro white based on the context of the insult,real nazi george soros currently using ngo flood europe world people fund antifa fund womens group anti white think nazi pro white based context insult,White,train,19141545_gab
israel needs now that their bitch usa is bankrupt and cant keep sending them 1 0 million per day and nobody wants to be in the commie eu with its extortionate membership fees and fines and profit sharing programs,israel need bitch usa bankrupt cant keep sending million per day nobody want commie extortionate membership fee fine profit sharing program,General,train,13333981_gab
erase islam from history hold them accountable maga is simple no,erase islam history hold accountable maga simple,General,train,17989375_gab
how many muslims you will kill we believe in real after life justicefornewzealandmuslims,many muslim kill believe real life justicefornewzealandmuslims,Muslim/Arab,train,1106440160827375616_twitter
you all niggers are cancers,nigger cancer,African,train,1178477971960672257_twitter
<user> show me the black muslims bc im calling bs on this and you should too,user show black muslim calling,African,train,1087180902524964865_twitter
i redownloading tinder which is a mistake in itself and litterally no one on there is cute i hate this redneck state,redownloading tinder mistake litterally one cute hate redneck state,General,train,1178906101707939840_twitter
<user> syrian muslims suffer a lots,user syrian muslim suffer lot,Muslim/Arab,train,1227305288501465089_twitter
i straight up refuse to believe sorry but when jews had <number> years to get thir facts straight and they are still making up stories about fucking roller coasters sorry but i just cannot believe the rest,straight refuse believe sorry jew number year get thir fact straight still making story fucking roller coaster sorry cannot believe rest,Jewish,train,15319039_gab
demented thot witch mistakes shit flinging negresses for almighty god crawls back into slime hole,demented thot witch mistake shit flinging negress almighty god crawl back slime hole,General,train,16222828_gab
unless you are a nonwhite right not saying you should accept or tolerate our globalist brethren or you have to associate with us but to accept that there are based kikes and niggers as frustrated and upset as you,unless nonwhite right saying accept tolerate globalist brother associate accept based kike nigger frustrated upset,African,train,21536821_gab
but things are evolving i think they would now look what those blm sheboons did to bernie,thing evolving think would look blm sheboons bernie,General,train,14418608_gab
demi mawby is a mudshark unfortunately,demi mawby mudshark unfortunately,General,train,20781169_gab
charles is angry that one of his nigger bros got caught raping again,charles angry one nigger bros got caught raping,African,train,21751669_gab
you really think no one would care about the foibles aka sexual harassment and possibly sexual assault and rape of women if it wasn t being done by a powerful jew well shit and that why i am a feminist,really think one would care foible aka sexual harassment possibly sexual assault rape woman done powerful jew well shit feminist,Jewish,train,13244426_gab
i hate mlk and every civil rights faggot february the one month coons visit the library bunch o non reading shits,hate mlk every civil right faggot february one month coon visit library bunch non reading shit,General,train,17807874_gab
car pulled out and rear ended that bus and pissed of that nigger on the bike,car pulled rear ended bus pissed nigger bike,African,train,26863830_gab
<user> christian and muslim historical enemies are jews so,user christian muslim historical enemy jew,Jewish,train,1105919039526842370_twitter
how is libertarianism a nigger ideology,libertarianism nigger ideology,African,train,24495849_gab
q what do a nigger and a medium domino pizza have in common a they both can not feed a family of <number> <user>,nigger medium domino pizza common feed family number user,African,train,25346039_gab
ricky is a kike named art tavana so do not waste your breath bro,ricky kike named art tavana waste breath bro,General,train,15870686_gab
